id,name,category,purchase_price,purchase_unit,usage_unit,conversion_factor,yield_percentage,current_price,status
265,Celsius Rte Energy - Berry Wild,Beverages,26.7500,case,unit,12.000000,100.000,26.7500,active
266,Celsius Rte Energy - Kiwi Guava,Beverages,23.0900,case,unit,12.000000,100.000,23.0900,active
267,[MAPPED] Celsius Rte Energy - Orange,Beverages,28.7500,case,,,,28.7500,inactive
268,[MAPPED] Celsius Rte Energy - Tropical Vibe,Beverages,28.7500,Case,,,,28.7500,inactive
269,[MAPPED] Dannon Yogurt Vanilla Nonfat,Dairy Products,29.5500,Case,,,,29.5500,inactive
270,David'S Cookies - Muffin Pumpkin Cheese (Thaw & Serve),Bakery,17.4500,case,unit,12.000000,100.000,17.4500,active
271,Ghirardelli - Sauce Pump 0.50 Oz. For 64 Oz. Bottles,Other,10.0000,ea,,,,10.0000,inactive
272,[MAPPED] Ghirardelli - Sweet Ground Chocolate & Cocoa Powder 3 Lb,Other,20.2100,piece,,,,20.2100,inactive
273,Ghirardelli - 2 Tier 64 Oz. Flavoring Sauce Rack,Accesories,36.9700,ea,,,,36.9700,inactive
274,Ghirardelli - 3 Tier 64 Oz. Flavoring Sauce Rack,Accesories,41.0000,ea,,,,41.0000,inactive
275,Ghirardelli - Caramel Flavoring Sauce - 64Oz,Other,19.6000,bottle 64 oz,ml,1892.000000,100.000,19.6000,active
276,[MAPPED] Ghirardelli - Sweet Ground Chocolate & Cocoa Powder 3 Lb,Other,20.2100,piece,,,,20.2100,inactive
277,Ghirardelli - Vanilla Flavored Frappe Beverage Base 3 Lb.,Other,20.2100,canister 3 lb,g,1361.000000,100.000,20.2100,active
278,Ghirardelli - White Chocolate Flavoring Sauce 64 Oz,Other,19.6000,bottle 64 oz,ml,1893.000000,100.000,19.6000,active
279,[MAPPED] Jennie-O Bacon Turkey Pre-Cooked Crispy,Other,63.9900,Case,,,,63.9900,inactive
280,[MAPPED] Just Bagels - Bagel - Plain,Bakery,42.9500,Case,,,,42.9500,inactive
281,Just Bagels Bagel Cheese Asiago,Bakery,56.7500,case 8 X 6 units,unit,48.000000,100.000,56.7500,active
282,[MAPPED] Just Bagels Bagel Everything,Bakery,44.9500,Case,,,,44.9500,inactive
283,Lkp - Two Cup Carrier,Cups / Paper / Disposables,180.0000,case,,,,180.0000,inactive
284,Lkp - Cup Sleeves,Cups / Paper / Disposables,164.0000,case,,,,164.0000,inactive
285,Lkp - Die Cut Paper Bag Large ( W29.5Xh40),Cups / Paper / Disposables,452.0000,case,,,,452.0000,inactive
286,Lkp - Die Cut Paper Bag Small (W20*H30),Cups / Paper / Disposables,298.0000,cs,,,,298.0000,inactive
287,Lkp - Die Cut Paper Bag Medium (W.25.5Xh34.5),Cups / Paper / Disposables,372.0000,case,,,,372.0000,inactive
288,Lkp - Dome Lid For Bowl,Cups / Paper / Disposables,55.0000,case,,,,55.0000,inactive
289,"Lkp - Dome Lids For 12, 16 , 20 , 24 Oz",Cups / Paper / Disposables,95.0000,case,,,,95.0000,inactive
290,Lkp - Dome Lids For 32 Oz,Cups / Paper / Disposables,129.0000,case,,,,129.0000,inactive
291,Lkp - Double Wall Cup 12 Oz,Cups / Paper / Disposables,106.0000,case,,,,106.0000,inactive
292,Lkp - Double Wall Cup 8 Oz,Cups / Paper / Disposables,152.0000,case,,,,152.0000,inactive
293,"Lkp - Drinking Lid For 12 ,16 , 20 & 24 Oz (Cold Cups)",Cups / Paper / Disposables,105.0000,case,,,,105.0000,inactive
294,"Lkp - Lids For Paper Cups 12 , 16 , 20 , 24 Oz (Hot Cups)",Cups / Paper / Disposables,105.0000,case,,,,105.0000,inactive
295,Lkp - Pet Plastic Cups 12 Oz,Cups / Paper / Disposables,169.0000,case,,,,169.0000,inactive
296,Lkp - Pet Plastic Cups 24Oz,Cups / Paper / Disposables,237.0000,case,,,,237.0000,inactive
297,Lkp - Pet Plastic Cups 32 Oz,Cups / Paper / Disposables,329.0000,case,,,,329.0000,inactive
298,Lkp - Plastic Straw For Cold Drink 0.6*23Cm,Cups / Paper / Disposables,225.0000,Case,,,,225.0000,inactive
299,Lkp - Plastic Straw For Cold Drink 1.2*23Cm,Cups / Paper / Disposables,129.0000,case,,,,129.0000,inactive
300,Lkp - Plastic Straw For Hot Drink 0.8*23 Cm,Cups / Paper / Disposables,225.0000,case,,,,225.0000,inactive
301,Lkp - Single Wall Cup 24 Oz,Cups / Paper / Disposables,248.0000,case,,,,248.0000,inactive
302,Lkp - Single Wall Cup 4 Oz,Cups / Paper / Disposables,98.0000,case,,,,98.0000,inactive
303,Lkp - Two Cup Carrier,Cups / Paper / Disposables,180.0000,case,,,,180.0000,inactive
304,Lotus - 1 Oz Dispenser Pump,Accesories,3.0000,ea,,,,3.0000,inactive
305,Lotus - 3 Bottle Rack,Accesories,29.9900,piece,,,,29.9900,inactive
306,[MAPPED] Lotus - Blue Raspberry Fruit Fussion,Energy Fruit Fussions,19.0000,Bottle,,,,19.0000,inactive
307,[MAPPED] Lotus - Mango Passion Fruit Fussion,Energy Fruit Fussions,19.0000,Bottle,,,,19.0000,inactive
308,[MAPPED] Lotus - Orange Creamsicle Ff,Energy Fruit Fussions,19.0000,Bottle,,,,19.0000,inactive
309,[MAPPED] Lotus - Pina Colada Fruit Fussion,Energy Fruit Fussions,19.0000,Bottle,,,,19.0000,inactive
310,[MAPPED] Lotus - Strawberry Fruit Fussion,Energy Fruit Fussions,19.0000,Bottle,,,,19.0000,inactive
311,[MAPPED] Lotus - White Plant Power Concentrate,Energy Fruit Fussions,29.7100,Bottle,,,,29.7100,inactive
312,[MAPPED] Lotus - White Plant Power Zero Sugar Concentrate,Energy Fruit Fussions,29.7100,Bottle,,,,29.7100,inactive
313,Monin - Caramel Sugar Free Syrup 750 Ml,Syrups - Monin,6.7500,bottle x 750 ml,ml,750.000000,100.000,6.7500,active
314,Monin - Caramel Syrup 750 Ml,Syrups - Monin,6.7500,bottle x 750 ml,ml,750.000000,100.000,6.7500,active
315,Monin - Cinnamon Syrup 750 Ml,Syrups - Monin,6.7500,bottle x 750 ml,ml,750.000000,100.000,6.7500,active
316,[MAPPED] Monin - Hazelnut - Sugar Free Syrup 750 Ml,Syrups - Monin,6.7500,Bottle,,,,6.7500,inactive
317,Monin - Lavender Syrup - 750 Ml,Syrups - Monin,6.7500,bottle x 750 ml,ml,750.000000,100.000,6.7500,active
318,Monin - Pistachio Syrup 750 Ml,Syrups - Monin,6.7500,bottle x 750 ml,ml,750.000000,100.000,6.7500,active
319,Monin - Pure Cane Syrup 750 Ml,Syrups - Monin,6.7500,bottle x 750 ml,ml,750.000000,100.000,6.7500,active
320,Monin - Syrup (0.25 Oz.) Pump For 750 Ml Bottles,Accesories,2.4600,ea,,,,2.4600,inactive
321,Monin - Syrup Pump (0.25 Oz.) For 750 Ml Bottles,Accesories,2.5000,ea,,,,2.5000,inactive
322,[MAPPED] Papetti'S Egg Patty Fully Cooked,Other,44.7900,Case,,,,44.7900,inactive
323,Pregel - Butter Pecan X 12,Gelato,174.7800,case 12 x 1.81 lb ,oz,347.520000,100.000,174.7800,active
324,Pregel - Mango Sprint X 12,Gelato,216.5500,case 12 x 1.1 kg,oz,465.600000,100.000,216.5500,active
325,Pregel - Pistachio Paste (Bucket),Gelato,628.2600,case 2 x bucket 2.5 kg,oz,176.370000,100.000,628.2600,active
326,[MAPPED] Rev. Tea - Bombay Chai Black Tea / 20 Ct,Tea,32.4000,Box,,,,32.4000,inactive
327,[MAPPED] Rev. Tea - British Breakfast Black Tea / 20 Ct,Tea,32.4000,Box,,,,32.4000,inactive
328,[MAPPED] Rev. Tea - Cape Town Honeybush Caramel Herbal Tea / 20 Ct,Tea,32.4000,Box,,,,32.4000,inactive
329,[MAPPED] Rev. Tea - Danish Rhubarb & Rose Milky Oolong Tea / 20 Ct,Tea,32.4000,Box,,,,32.4000,inactive
330,[MAPPED] Rev. Tea - German Chamomile & Lemon Balm / 20 Ct,Tea,32.4000,Box,,,,32.4000,inactive
331,[MAPPED] Rev. Tea - Hemp Ginger & Chicory Herbal Tea / 20 Ct,Tea,32.4000,Box,,,,32.4000,inactive
332,[MAPPED] Rev. Tea - Mexican Hibiscus Mango & Moringa Fruit Infusion / 20 Ct,Tea,32.3600,Box,,,,32.3600,inactive
333,Rev. Tea - Oregon Spearmint & Peppermint Herbal Tea / 20 Ct,Tea,32.4000,Box,,,,32.4000,inactive
334,[MAPPED] Bindi - Cake - Mixed Berry Tart (4.23 Oz.),TOI - Bindi,45.2400,case,,,,45.2400,inactive
335,[MAPPED] Bindi - Cake - Raspberry Passionfruit (4.1 Oz.),TOI - Bindi,41.7500,case,,,,41.7500,inactive
336,[MAPPED] Bindi - Croissant - Almond - (2.65 Oz.),Bakery,56.6300,case,,,,56.6300,inactive
337,[MAPPED] Bindi - Mini Cheesecake - Alle Fragole (4.8 Oz.),TOI - Bindi,54.6400,piece,,,,54.6400,inactive
338,[MAPPED] Le Chef - Macaron - Strawberry,Bakery,25.9500,case,,,,25.9500,inactive
339,Le Chef Bakery - Bagel - Sesame,Bakery,11.4100,case x 12 units,unit,12.000000,100.000,11.4100,active
340,[MAPPED] Le Chef Bakery - Cinnamon Bun,Bakery,12.7800,case,,,,12.7800,inactive
341,[MAPPED] Le Chef Bakery - Cinnamon Bun Pecan Sticky,Bakery,12.6900,case,,,,12.6900,inactive
342,[MAPPED] Le Chef Bakery - Cinnamon Bun With Icing,Bakery,9.7300,tray,,,,9.7300,inactive
343,Le Chef Bakery - Croissant Butter All Natural,Bakery,15.7400,case x 14 units,unit,14.000000,100.000,15.7400,active
344,[MAPPED] Le Chef Bakery - Croissant Chocolate,Bakery,10.3200,case,,,,10.3200,inactive
345,[MAPPED] Le Chef Bakery - Danish Twist - Cherry,Bakery,10.7400,case,,,,10.7400,inactive
346,[MAPPED] Le Chef Bakery - Macaron - Raspberry,Bakery,25.9500,case,,,,25.9500,inactive
347,[MAPPED] Le Chef Bakery - Macaron / Chocolate,Bakery,25.9500,case,,,,25.9500,inactive
348,[MAPPED] Le Chef Bakery - Macaron / Spring Assortment,Bakery,30.0700,case,,,,30.0700,inactive
349,[MAPPED] Le Chef Bakery - Macaron / Vainilla,Bakery,25.9500,case,,,,25.9500,inactive
350,[MAPPED] Le Chef Bakery - Macaron /Pistachio,Bakery,26.0000,case,,,,26.0000,inactive
351,[MAPPED] Le Chef Bakery - Macaron Sea Salt Caramel,Bakery,25.9500,case,,,,25.9500,inactive
352,"Le Chef Bakery - Muffin - Lemon, W/Raspberry",Bakery,22.1200,case x 12 units,unit,12.000000,100.000,22.1200,active
353,"Le Chef Bakery - Muffin - Morning Glory, Tulip Cup",Bakery,13.3500,case x 16 units,unit,16.000000,100.000,13.3500,active
354,"Le Chef Bakery - Muffin - Zucchini, Chia, Pumpkin & Sunflower Seeds",Bakery,18.1300,case x 12 units,unit,12.000000,100.000,18.1300,active
355,[MAPPED] Le Chef Bakery Bagel - Everything Slcd,Bakery,11.4500,case,,,,11.4500,inactive
356,"Le Chef Bakery Bagel - Jalapeno & Cheddar Cheese, Slcd",Bakery,12.6800,case x 12 units,unit,12.000000,100.000,12.6800,active
357,[MAPPED] Le Chef Bakery Bagel - Plain Slcd,Bakery,10.8200,case,,,,10.8200,inactive
358,"Le Chef Bakery Ciabata - Rustic Plain 4"" X 4""",Bakery,26.1600,case 36 units,unit,36.000000,100.000,26.1600,active
359,[MAPPED] Le Chef Bakery Croissant - Almond Filled,Bakery,10.2100,tray,,,,10.2100,inactive
360,"[MAPPED] Le Chef Bakery Croissant - Almond, Mini 1 Oz",Bakery,12.7600,case,,,,12.7600,inactive
361,Le Chef Bakery Danish - Bear Claws,Bakery,19.7900,tray x 11 units,unit,11.000000,100.000,19.7900,active
362,[MAPPED] Le Chef Bakery Danish - Twist Apple Filling,Bakery,10.7400,case,,,,10.7400,inactive
363,[MAPPED] Le Chef Bakery Danish - Twist W/ Cheese Filling,Bakery,10.2100,case,,,,10.2100,inactive
364,[MAPPED] Le Chef Bakery Muffin - Banana Nut,Bakery,14.9400,tray,,,,14.9400,inactive
365,"Le Chef Bakery Muffin - Banana, W/ Nutella",Bakery,22.1300,case x 12 units,unit,12.000000,100.000,22.1300,active
366,Le Chef Bakery Muffin - Blueberry,Bakery,14.9400,tray x 8 units,unit,8.000000,100.000,14.9400,active
367,"Le Chef Bakery Muffin - Churro, W/ Dulce De Leche",Bakery,22.1300,case x 12 units,unit,12.000000,100.000,22.1300,active
368,[MAPPED] Le Chef Bakery Muffin - Double Chocolate,Bakery,14.9400,tray,,,,14.9400,inactive
369,Le Chef Bakery Muffin - Orange Cranberry Tulip Cup,Bakery,14.9400,tray x 8 units,units,8.000000,100.000,14.9400,active
370,Le Chef Bakery Muffin - Original Bran,Bakery,14.9400,case x 12 units,unit,12.000000,100.000,14.9400,active
371,Le Chef Bakery Pound Cake - Lemon,Bakery,32.5300,case x 12 units,unit,12.000000,100.000,32.5300,active
372,[MAPPED] Le Chef Bakery Scones - Blueberry Triangle,Bakery,21.8100,tray,,,,21.8100,inactive
373,Le Chef Bakery Scones - Mixed Berry,Bakery,21.8900,tray x 15 units,unit,15.000000,100.000,21.8900,active
374,Le Chef Bakery Tea Bread - Cinnamon Crumb,Bakery,24.9400,piece 12 X 2 loaves,loave,24.000000,100.000,24.9400,active
375,Monin (Shamrock) - Caramel Sugar Free Syrup 1 Lt (Pet),Syrups - Monin,38.1300,case 4 x 1 L,ml,4000.000000,100.000,38.1300,active
376,Monin (Shamrock) - Cookie Butter Syrup 1 Lt (Pet),Syrups - Monin,38.5700,case 4 X 1 L,ml,4000.000000,100.000,38.5700,active
377,Monin (Shamrock) - Hazelnut Sugar Free Syrup 1 Lt (Pet),Syrups - Monin,38.3500,case 4 x 1 L,ml,4000.000000,100.000,34.3500,active
378,Monin (Shamrock) - Lavender Syrup 1 Lt (Pet),Syrups - Monin,33.8900,case 4 x 1 L,ml,4000.000000,100.000,33.8900,active
379,Monin (Shamrock) - Macadamia Nut Syrup 1 Lt (Pet),Syrups - Monin,34.0100,case 4 x 1 L,ml,4000.000000,100.000,34.0100,active
380,Monin (Shamrock) - Pistachio Syrup 1 Lt (Pet),Syrups - Monin,36.5600,case 4 x 1 L,ml,4000.000000,100.000,36.5600,active
381,Monin (Shamrock) - Pure Cane Syrup 1 Lt (Pet),Syrups - Monin,31.8400,case 4 x 1 L,ml,4000.000000,100.000,31.8400,active
382,Monin (Shamrock) - Strawberry Syrup 1 Lt (Pet),Syrups - Monin,6.4700,bottle,ml,1000.000000,100.000,6.4700,active
383,Monin (Shamrock) - Toasted Marshmallow Syrup 1 Lt (Pet),Syrups - Monin,37.4500,case 4 x 1 L,ml,4000.000000,100.000,37.4500,active
384,[MAPPED] Monin (Shamrock) - Vainilla - Sugar Free -Syrup 1 Lt (Pet),Syrups - Monin,39.8400,piece,,,,39.8400,inactive
385,[MAPPED] Monin (Shamrock) - Vainilla Syrup 1 Lt (Pet),Syrups - Monin,33.5500,piece,,,,33.5500,inactive
386,Monin (Shamrock) - Yuzu Syrup 1 Lt (Pet),Syrups - Monin,70.6700,case 4 x 1 L,ml,4000.000000,100.000,70.6700,active
387,[MAPPED] A'Siciliana Mandarin Soda Can 11 Oz,Beverages,31.2000,case,,,,31.2000,inactive
388,[MAPPED] Bindi - Cheesecake - Brownie Ind. Wrap (3 Oz.),TOI - Bindi,53.4100,case,,,,53.4100,inactive
389,Bindi - Cheesecake - Mini Pumpkin - (0.69 Oz.),TOI - Bindi,50.6700,case,unit,16.000000,100.000,50.6700,active
390,Poppi Cherry Limeade Prebiotic (12 Oz.),Beverages,21.7900,case 12 X 12 Oz,unit,12.000000,100.000,21.7900,active
391,Poppi Raspberry Rose Prebiotic (12 Oz.),Beverages,21.7900,case 12 X 12 Oz,unit,12.000000,100.000,21.7900,active
392,Poppi Strawberry Lemon Prebiotic,Beverages,21.7900,case 12 X 12 Oz,unit,12.000000,100.000,21.7900,active
393,[MAPPED] Pure Leaf/Lipton - Tea - Sweet Iced Tea W Lemon,Beverages,22.7700,case,,,,22.7700,inactive
394,Pure Leaf/Lipton - Tea - Unsweetened Iced,Beverages,22.7900,case 12 x 18.5 oz,unit,12.000000,100.000,22.7900,active
395,Pure Leaf/Lipton - Tea - Sweet Iced,Beverages,22.7900,case 12 x 18.5 oz,unit,12.000000,100.000,22.7900,active
396,Bindi - Cake - Lemon Mousse (3.28 Oz.),TOI - Bindi,38.5000,case,unit,14.000000,100.000,38.5000,active
397,Bindi - Cake - Mango Passion (4.02 Oz.),TOI - Bindi,41.2500,case,unit,14.000000,100.000,41.2500,active
398,Bindi - Cake - Monterosa (3.81 Oz.),TOI - Bindi,42.6700,case,unit,12.000000,100.000,42.6700,active
399,Bindi - Croissant Plain Vegan - (2.64 Oz.),Bakery,56.9500,case,unit,40.000000,100.000,56.9500,active
400,Bridor - Chocolate Twist,Bakery,114.9000,case,unit,80.000000,100.000,114.9000,active
401,[MAPPED] Bridor - Croissant - Large Butter,Bakery,61.7800,case,,,,61.7800,inactive
402,[MAPPED] Bridor - Danish - Guava,Bakery,49.9900,case,,,,49.9900,inactive
403,[MAPPED] Bridor - Danish - Leek And Parmesan Bistro,Bakery,68.9900,case,,,,68.9900,inactive
404,[MAPPED] Bridor - Danish - Lemon,Bakery,90.9900,case,,,,90.9900,inactive
405,[MAPPED] Bridor - Danish - Spinach And Feta Rtb,Bakery,74.5900,case,,,,74.5900,inactive
406,C'Est Gourmet - Croissant - Tomato Parmesan,Bakery,130.7900,case,unit,72.000000,100.000,130.7900,active
407,[MAPPED] C'Est Gourmet - Croissant Doughnut,Bakery,105.6700,case,,,,105.6700,inactive
408,C'Est Gourmet - Souffle - Spinach & Cheese (4.75 Oz.),Bakery,106.6400,case,unit,30.000000,100.000,106.6400,active
409,C'Est Gourmet - Turnover - Blueberry Turnover,Bakery,132.4800,case,unit,60.000000,100.000,132.4800,active
410,C'Est Gourmet - Turnover - Peach,Bakery,124.3200,case,unit,60.000000,100.000,124.3200,active
411,C'Est Gourmet Kouign Amann,Bakery,84.1500,case,unit,40.000000,100.000,84.1500,active
412,[MAPPED] Califia - Barista Coconut Specialty Milk,Specialty Milks,31.5000,Cs,,,,31.5000,inactive
413,Pacific - Pistachio Milk Barista Specialty,Specialty Milks,47.0000,case,ml,8162.000000,100.000,47.0000,active
414,Pacific - Soy Milk Barista Specialty,Specialty Milks,28.0000,Case 12 × 32 oz,ml,8162.000000,100.000,28.0000,active
415,Pressed - Daily Greens Juice,Beverages,28.9100,case 6 x 15.2 oz,unit,6.000000,100.000,28.9100,active
416,Pressed - Daily Roots + Ginger Juice,Beverages,27.6000,case 6 x 15.2 oz,unit,6.000000,100.000,27.6000,active
417,Pressed - Orange Juice,Beverages,27.2300,case 6 x 15.2 oz,unit,6.000000,100.000,27.2300,active
418,Pressed - Vitality Shot,Beverages,74.8400,case 24 x 2 oz,unit,24.000000,100.000,74.8400,active
419,Pressed - Wellness Shot,Beverages,74.8400,case 24 x 2 oz,unit,24.000000,100.000,74.8400,active
420,Rev. Tea - Oregon Spearmint & Peppermint Herbal Tea / 20 Ct,Tea,32.4000,case 6 X 20 units,units,120.000000,100.000,32.4000,active
421,Something & Nothing - Cucumber,Beverages,22.0300,case 12 x12 oz,unit,12.000000,100.000,22.0300,active
422,[MAPPED] Something & Nothing - Cucumber,Beverages,27.0600,case,,,,27.0600,inactive
423,Something & Nothing - Ginger & Key Lime,Beverages,27.0600,case 12 x 12oz,unit,12.000000,100.000,27.0600,active
424,Something & Nothing - Hibiscus & Rose,Beverages,22.0300,case 12 X 12 Oz,unit,13.000000,100.000,22.0300,active
425,Something & Nothing - Orange + Mandarin,Beverages,27.0000,case 12 X 12 Oz,unit,12.000000,100.000,27.0000,active
426,Something & Nothing - Pineapple & Pink Grapefruit,Beverages,23.2400,case 12 X 12 Oz,unit,12.000000,100.000,23.2400,active
427,Something & Nothing - Sic Lemon Iced Tea,Beverages,27.0300,case 12 X 12 Oz,unit,12.000000,100.000,27.0300,active
428,[MAPPED] Sunraysia Juice - Apple X 250 Ml,Beverages,36.8600,case,,,,36.8600,inactive
429,Sunraysia Juice - Cranberry X 250 Ml,Beverages,36.8600,case 12 units,unit,12.000000,100.000,36.8600,active
430,Sunraysia Juice - Mango X 250 Ml,Beverages,37.4400,case 12 units,unit,12.000000,100.000,37.4400,active
431,Sunraysia Juice - Orange X 250 Ml,Beverages,36.5000,case 12 units,unit,12.000000,100.000,36.5000,active
432,Sunraysia Juice - Pear X 250 Ml,Beverages,38.5400,Case 12 units,unit,12.000000,100.000,38.5400,active
433,Sunraysia Juice - Pineapple X 250 Ml,Beverages,37.4400,Case 12 units,unit,12.000000,100.000,37.4400,active
434,[MAPPED] Bindi - Eclair - Coffee - (2.6 Oz.),TOI - Bindi,28.4900,case,,,,28.4900,inactive
435,[MAPPED] Cusanos - Bagel Everything Sliced,Bakery,44.9500,case,,,,9.3100,inactive
436,Cusanos - Brownie,Bakery,21.6100,case,unit,12.000000,100.000,21.6100,active
437,[MAPPED] Cusanos - Muffin Chocolate Chip Tulip Cup Lg,Bakery,21.8300,case,,,,21.8300,inactive
438,[MAPPED] Cusanos - Scones - Blueberry,Bakery,25.8500,case,,,,25.8500,inactive
439,Cusanos Bagel Jalapeno Cheddar Sliced,Bakery,16.9800,case,unit,12.000000,100.000,16.9800,active
440,[MAPPED] Cusanos Bagel New Yorker,Other,17.2200,piece,,,,17.2200,inactive
441,[MAPPED] Cusanos Bagel Plain Sliced,Other,9.3100,case,,,,9.3100,inactive
442,Cusanos Ciabatta Med,Bakery,13.9800,case,unit,12.000000,100.000,13.9800,active
443,[MAPPED] Cusanos Muffin - Banana Nut Tulip Cup Lg,Bakery,21.1200,case,,,,21.1200,inactive
444,Cusanos Muffin - Rasp. Lemon Sugar Tulip,Bakery,23.0500,case,unit,12.000000,100.000,23.0500,active
445,Cusanos Quesito Lg Ind,Bakery,33.0800,case,unit,12.000000,100.000,33.0800,active
446,Bindi - Coppa Gelato - Cafe - (4 Oz.),Gelato,29.1700,case,unit,6.000000,100.000,29.1700,active
447,Bindi - Coppa Gelato - Spagnola - (3.52 Oz.),Gelato,29.1700,case,unit,6.000000,100.000,29.1700,active
